customer_id,gender,age,city,signup_date,order_date,restaurant_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,delivery_status,order_value,r_score,f_score,m_score
C6249,Female,Teenager,Islamabad,2023-11-17,2023-11-27,Subway,Italian,5,1382.13,Card,27,2024-11-13,447,False,3.0,Delivered,6910.650000000001,1,3,5
C1988,Other,Teenager,Islamabad,2023-11-27,2024-08-17,Pizza Hut,Continental,1,946.4,Wallet,16,2025-05-14,366,True,1.0,Delayed,946.4,3,2,2
C6973,Male,Senior,Islamabad,2023-08-22,2023-11-29,KFC,Fast Food,1,433.23,Cash,26,2025-04-18,16,False,2.0,Delivered,433.23,3,3,1
C3848,Other,Adult,Islamabad,2023-12-01,2025-03-27,Burger King,Fast Food,2,253.99,Card,12,2025-07-18,353,True,1.0,Delivered,507.98,5,2,1
C1215,Other,Teenager,Islamabad,2023-12-01,2024-11-04,Pizza Hut,Continental,3,260.02,Wallet,7,2025-04-03,431,True,2.0,Delivered,780.06,3,1,1
C5096,Male,Adult,Islamabad,2023-12-02,2024-08-23,Burger King,Continental,3,369.14,Cash,48,2024-11-29,231,True,1.0,Delayed,1107.42,1,5,2
C1667,Other,Adult,Islamabad,2023-12-03,2024-10-05,KFC,Chinese,4,1066.14,Wallet,49,2025-06-01,303,True,5.0,Delivered,4264.56,4,5,5
C4650,Other,Adult,Islamabad,2023-12-03,2024-02-16,Subway,Fast Food,1,842.48,Card,26,2025-04-24,273,True,3.0,Delivered,842.48,3,3,2
C6964,Male,Teenager,Islamabad,2023-09-21,2023-12-04,McDonald's,Fast Food,2,295.31,Cash,26,2025-03-24,194,False,-1.0,Cancelled,590.62,2,3,1
C5442,Male,Teenager,Islamabad,2023-12-04,2024-10-08,Burger King,Continental,4,1470.67,Wallet,4,2024-10-31,5,False,-1.0,Cancelled,5882.68,1,1,5
C2775,Other,Teenager,Islamabad,2023-12-06,2024-05-24,Pizza Hut,Dessert,5,615.23,Wallet,21,2025-04-06,351,True,3.0,Delayed,3076.15,3,3,4
C6351,Male,Teenager,Islamabad,2023-12-06,2025-02-16,Pizza Hut,Fast Food,3,339.72,Card,49,2025-05-07,119,True,3.0,Delayed,1019.1600000000001,3,5,2
C1437,Male,Adult,Islamabad,2023-12-07,2024-08-25,McDonald's,Fast Food,5,888.25,Wallet,35,2025-07-10,179,True,-1.0,Cancelled,4441.25,4,4,5
C4824,Other,Adult,Islamabad,2023-12-07,2024-10-18,Pizza Hut,Italian,4,278.55,Cash,45,2025-05-22,280,True,1.0,Delivered,1114.2,3,5,2
C5622,Female,Teenager,Islamabad,2023-12-07,2024-08-23,KFC,Dessert,5,196.6,Cash,4,2025-05-23,284,False,-1.0,Cancelled,983.0,3,1,2
C2463,Other,Teenager,Islamabad,2023-12-08,2024-11-20,Burger King,Italian,1,1087.2,Wallet,48,2025-02-11,77,False,4.0,Delayed,1087.2,2,5,2
C3329,Female,Teenager,Islamabad,2023-12-08,2024-08-28,KFC,Italian,5,1094.39,Cash,15,2024-09-11,146,True,4.0,Delivered,5471.950000000001,1,2,5
C2496,Female,Senior,Islamabad,2023-09-08,2023-12-09,KFC,Italian,4,1034.86,Card,42,2025-06-10,310,False,5.0,Delayed,4139.44,4,5,5
C3399,Other,Adult,Islamabad,2023-12-09,2025-05-27,KFC,Italian,3,966.26,Card,10,2025-07-17,285,False,4.0,Delayed,2898.7799999999997,5,1,4
C4841,Male,Senior,Islamabad,2023-09-05,2023-12-09,Subway,Dessert,1,654.21,Cash,2,2024-12-19,75,True,-1.0,Cancelled,654.21,1,1,1
C6481,Other,Senior,Islamabad,2023-12-09,2024-11-27,KFC,Dessert,4,1222.03,Wallet,50,2025-05-07,391,True,5.0,Delivered,4888.12,3,5,5
C2895,Other,Senior,Islamabad,2023-11-10,2023-12-10,Burger King,Fast Food,1,714.28,Wallet,41,2024-10-14,444,True,-1.0,Cancelled,714.28,1,5,1
C3506,Other,Senior,Islamabad,2023-12-11,2024-09-19,KFC,Continental,2,569.09,Cash,18,2025-01-23,107,False,-1.0,Cancelled,1138.18,2,2,2
C4593,Male,Teenager,Islamabad,2023-12-12,2023-12-20,KFC,Continental,2,512.23,Wallet,6,2024-12-02,498,True,2.0,Delivered,1024.46,1,1,2
C5762,Female,Adult,Islamabad,2023-12-14,2024-11-07,McDonald's,Dessert,2,1372.06,Wallet,8,2025-07-01,372,False,2.0,Delivered,2744.12,4,1,4
C4647,Male,Senior,Islamabad,2023-12-14,2025-03-21,McDonald's,Fast Food,5,1126.85,Card,46,2025-07-03,395,False,3.0,Delivered,5634.25,4,5,5
C5275,Male,Senior,Islamabad,2023-12-15,2025-02-06,Subway,Continental,2,197.02,Card,36,2025-02-26,96,True,4.0,Delivered,394.04,2,4,1
C6811,Other,Teenager,Islamabad,2023-12-16,2024-05-21,Subway,Dessert,4,652.01,Wallet,28,2025-06-15,147,False,-1.0,Cancelled,2608.04,4,3,4
C5530,Male,Senior,Islamabad,2023-12-16,2024-05-25,McDonald's,Continental,5,185.16,Card,46,2025-08-20,305,True,3.0,Delayed,925.8,5,5,2
C2016,Other,Teenager,Islamabad,2023-10-12,2023-12-16,McDonald's,Fast Food,2,1169.64,Card,26,2024-11-27,306,True,-1.0,Cancelled,2339.28,1,3,3
C2100,Male,Teenager,Islamabad,2023-11-04,2023-12-17,Burger King,Dessert,3,264.95,Wallet,21,2024-09-05,353,True,4.0,Delivered,794.8499999999999,1,3,1
C3366,Male,Teenager,Islamabad,2023-12-18,2024-05-24,Burger King,Continental,4,219.96,Cash,37,2025-08-07,494,True,1.0,Delivered,879.84,5,4,2
C5720,Female,Senior,Islamabad,2023-12-19,2024-11-07,Burger King,Fast Food,5,1024.33,Wallet,43,2025-07-16,424,False,4.0,Delivered,5121.65,5,5,5
C2644,Male,Teenager,Islamabad,2023-12-19,2025-07-18,McDonald's,Dessert,2,952.38,Wallet,49,2025-07-19,30,False,4.0,Delivered,1904.76,5,5,3
C1398,Female,Senior,Islamabad,2023-12-20,2024-05-20,McDonald's,Dessert,4,1045.95,Card,38,2025-05-23,87,False,2.0,Delayed,4183.8,3,4,5
C1018,Female,Adult,Islamabad,2023-12-21,2025-01-31,Burger King,Fast Food,2,475.15,Card,1,2025-05-24,92,True,-1.0,Cancelled,950.3,3,1,2
C4740,Female,Adult,Islamabad,2023-12-23,2024-12-12,McDonald's,Chinese,3,934.15,Card,22,2025-04-17,170,True,4.0,Delayed,2802.45,3,3,4
C1326,Female,Teenager,Islamabad,2023-12-23,2024-09-09,McDonald's,Chinese,5,976.34,Cash,23,2025-03-07,402,False,1.0,Delivered,4881.7,2,3,5
C1396,Male,Senior,Islamabad,2023-12-23,2024-05-27,Burger King,Continental,5,166.61,Wallet,32,2024-09-04,115,False,3.0,Delivered,833.0500000000001,1,4,1
C6150,Female,Adult,Islamabad,2023-12-23,2025-06-22,Pizza Hut,Dessert,5,445.33,Wallet,48,2025-08-08,241,True,1.0,Delivered,2226.65,5,5,3
C1566,Male,Senior,Islamabad,2023-12-23,2024-02-05,McDonald's,Continental,3,1243.0,Wallet,24,2025-04-07,105,True,3.0,Delayed,3729.0,3,3,4
C5481,Male,Teenager,Islamabad,2023-11-28,2023-12-24,McDonald's,Dessert,5,1333.27,Wallet,22,2024-12-28,417,True,-1.0,Cancelled,6666.35,1,3,5
C1340,Female,Adult,Islamabad,2023-12-24,2024-10-01,Burger King,Dessert,5,723.24,Cash,43,2024-11-26,182,False,1.0,Delayed,3616.2,1,5,4
C1125,Female,Teenager,Islamabad,2023-12-25,2024-11-15,Burger King,Italian,4,146.36,Cash,29,2025-07-12,204,False,3.0,Delivered,585.44,4,3,1
C5674,Male,Adult,Islamabad,2023-12-26,2024-01-28,KFC,Chinese,4,879.02,Card,22,2025-07-15,239,False,1.0,Delayed,3516.08,5,3,4
C4497,Other,Teenager,Islamabad,2023-12-26,2024-01-09,McDonald's,Chinese,2,394.6,Card,29,2025-03-24,149,True,1.0,Delayed,789.2,2,3,1
C1297,Male,Adult,Islamabad,2023-12-27,2024-07-11,McDonald's,Italian,4,624.47,Cash,42,2025-03-18,481,False,4.0,Delivered,2497.88,2,5,4
C6300,Male,Senior,Islamabad,2023-12-01,2023-12-28,Burger King,Continental,5,548.39,Card,13,2024-10-31,55,True,1.0,Delivered,2741.95,1,2,4
C6332,Male,Teenager,Islamabad,2023-12-28,2024-08-30,KFC,Fast Food,3,1493.86,Wallet,44,2024-12-16,136,False,2.0,Delayed,4481.58,1,5,5
C4716,Female,Adult,Islamabad,2023-12-28,2024-07-10,Burger King,Chinese,2,1296.33,Wallet,46,2024-11-25,90,True,3.0,Delayed,2592.66,1,5,4
C2021,Other,Teenager,Islamabad,2023-12-28,2024-12-26,Burger King,Dessert,2,661.62,Wallet,50,2025-01-09,385,True,1.0,Delayed,1323.24,1,5,2
C6807,Female,Adult,Islamabad,2023-12-29,2024-05-17,KFC,Italian,4,863.09,Cash,17,2025-03-30,237,True,1.0,Delivered,3452.36,2,2,4
C6425,Other,Teenager,Islamabad,2023-12-29,2024-08-10,Burger King,Continental,1,297.24,Cash,2,2025-08-17,19,False,1.0,Delayed,297.24,5,1,1
C5615,Female,Senior,Islamabad,2023-12-31,2024-10-10,KFC,Dessert,3,839.66,Cash,49,2025-08-10,306,True,-1.0,Cancelled,2518.98,5,5,4
C4730,Female,Teenager,Islamabad,2024-01-01,2024-03-01,McDonald's,Dessert,1,1062.47,Wallet,20,2025-05-27,167,True,-1.0,Cancelled,1062.47,3,2,2
C3645,Male,Adult,Islamabad,2024-01-01,2024-09-29,KFC,Dessert,4,191.45,Card,14,2025-03-02,31,True,4.0,Delivered,765.8,2,2,1
C4128,Male,Senior,Islamabad,2024-01-02,2024-12-23,McDonald's,Dessert,5,1347.65,Cash,9,2025-03-18,109,True,3.0,Delayed,6738.25,2,1,5
C1192,Female,Teenager,Islamabad,2024-01-02,2024-07-28,Burger King,Continental,1,400.99,Wallet,22,2025-04-25,277,True,1.0,Delivered,400.99,3,3,1
C1389,Male,Adult,Islamabad,2023-12-25,2024-01-02,Subway,Chinese,2,597.37,Wallet,48,2025-03-05,413,False,5.0,Delivered,1194.74,2,5,2
C3439,Other,Teenager,Islamabad,2024-01-03,2024-09-29,McDonald's,Fast Food,3,833.56,Card,2,2025-07-17,8,True,5.0,Delayed,2500.68,5,1,4
C2054,Female,Senior,Islamabad,2024-01-04,2025-03-23,KFC,Chinese,1,215.88,Cash,46,2025-07-22,217,False,-1.0,Cancelled,215.88,5,5,1
C6437,Other,Teenager,Islamabad,2023-10-05,2024-01-04,Subway,Dessert,2,530.26,Card,11,2024-08-23,43,False,-1.0,Cancelled,1060.52,1,1,2
C3103,Female,Teenager,Islamabad,2024-01-04,2024-02-20,KFC,Fast Food,2,981.31,Card,38,2025-01-27,289,False,4.0,Delivered,1962.62,2,4,3
C4085,Other,Adult,Islamabad,2024-01-05,2024-10-29,Subway,Fast Food,1,1142.85,Cash,22,2025-03-07,288,True,5.0,Delivered,1142.85,2,3,2
C5951,Male,Adult,Islamabad,2023-09-26,2024-01-05,Burger King,Chinese,5,422.11,Cash,38,2025-03-10,85,True,-1.0,Cancelled,2110.55,2,4,3
C2523,Male,Teenager,Islamabad,2024-01-05,2024-06-23,Subway,Continental,5,1015.21,Wallet,29,2025-03-30,354,True,-1.0,Cancelled,5076.05,2,3,5
C6220,Other,Adult,Islamabad,2024-01-06,2024-11-18,McDonald's,Chinese,2,354.8,Wallet,2,2025-04-27,368,False,5.0,Delivered,709.6,3,1,1
C4210,Male,Teenager,Islamabad,2024-01-08,2025-02-09,KFC,Dessert,5,1349.62,Cash,32,2025-08-08,225,False,4.0,Delivered,6748.099999999999,5,4,5
C4305,Female,Senior,Islamabad,2024-01-08,2025-02-12,KFC,Chinese,2,657.48,Wallet,5,2025-08-15,353,False,-1.0,Cancelled,1314.96,5,1,2
C1150,Male,Senior,Islamabad,2023-11-27,2024-01-08,Pizza Hut,Chinese,4,950.35,Card,7,2025-04-01,433,False,2.0,Delayed,3801.4,2,1,4
C1810,Female,Adult,Islamabad,2024-01-09,2024-12-04,Burger King,Dessert,4,808.74,Card,26,2025-04-09,80,False,5.0,Delivered,3234.96,3,3,4
C1551,Female,Teenager,Islamabad,2024-01-09,2024-11-18,Pizza Hut,Fast Food,4,1426.85,Cash,9,2025-03-26,156,True,-1.0,Cancelled,5707.4,2,1,5
C6620,Female,Adult,Islamabad,2024-01-09,2025-08-15,Pizza Hut,Chinese,1,595.62,Wallet,28,2025-08-16,354,False,3.0,Delayed,595.62,5,3,1
C6401,Male,Senior,Islamabad,2024-01-11,2024-02-18,Pizza Hut,Fast Food,2,436.21,Wallet,4,2024-09-28,196,True,2.0,Delayed,872.42,1,1,2
C4431,Male,Senior,Islamabad,2024-01-12,2025-02-25,KFC,Fast Food,4,284.45,Wallet,16,2025-03-04,173,False,1.0,Delayed,1137.8,2,2,2
C3085,Female,Teenager,Islamabad,2024-01-12,2024-11-29,Subway,Chinese,2,775.47,Cash,25,2025-04-11,172,False,3.0,Delayed,1550.94,3,3,3
C4463,Female,Teenager,Islamabad,2024-01-13,2025-02-24,Subway,Continental,2,621.83,Card,13,2025-08-12,356,False,5.0,Delayed,1243.66,5,2,2
C6960,Male,Adult,Islamabad,2024-01-14,2024-10-05,Subway,Chinese,4,688.3,Wallet,23,2025-08-13,305,True,5.0,Delayed,2753.2,5,3,4
C3282,Female,Teenager,Islamabad,2024-01-16,2025-01-10,Burger King,Italian,2,889.39,Card,25,2025-01-25,105,False,4.0,Delivered,1778.78,2,3,3
C6168,Male,Senior,Islamabad,2024-01-18,2024-11-03,Subway,Continental,2,1463.38,Wallet,5,2024-12-11,275,False,3.0,Delivered,2926.76,1,1,4
C4427,Female,Adult,Islamabad,2024-01-19,2025-02-27,McDonald's,Chinese,3,566.2,Cash,20,2025-03-20,265,True,4.0,Delivered,1698.6000000000001,2,2,3
C5354,Female,Teenager,Islamabad,2024-01-19,2025-01-25,Subway,Dessert,4,1460.82,Wallet,1,2025-06-26,92,True,1.0,Delayed,5843.28,4,1,5
C6424,Female,Teenager,Islamabad,2024-01-24,2024-03-24,McDonald's,Fast Food,2,675.1,Card,26,2025-07-16,463,True,2.0,Delivered,1350.2,5,3,2
C4307,Male,Senior,Islamabad,2024-01-24,2024-09-04,Burger King,Dessert,2,815.64,Card,6,2024-09-28,328,False,-1.0,Cancelled,1631.28,1,1,3
C3193,Other,Teenager,Islamabad,2024-01-18,2024-01-24,KFC,Continental,5,658.43,Card,26,2024-10-22,99,False,-1.0,Cancelled,3292.1499999999996,1,3,4
C2336,Female,Senior,Islamabad,2024-01-27,2025-06-08,KFC,Chinese,2,1240.12,Wallet,5,2025-06-29,372,False,-1.0,Cancelled,2480.24,4,1,4
C4326,Female,Senior,Islamabad,2024-01-28,2025-02-11,McDonald's,Chinese,2,234.92,Card,42,2025-07-27,180,False,1.0,Delayed,469.84,5,5,1
C6670,Male,Adult,Islamabad,2024-01-29,2024-05-10,KFC,Chinese,2,1367.64,Wallet,22,2025-02-28,159,False,3.0,Delivered,2735.28,2,3,4
C2067,Other,Adult,Islamabad,2024-01-29,2024-03-30,KFC,Continental,4,571.84,Card,3,2025-05-12,120,True,5.0,Delivered,2287.36,3,1,3
C3570,Female,Senior,Islamabad,2023-12-27,2024-01-29,McDonald's,Italian,2,722.68,Cash,15,2025-02-25,0,False,4.0,Delivered,1445.36,2,2,3
C6352,Female,Senior,Islamabad,2024-01-29,2024-08-01,KFC,Dessert,2,176.9,Card,1,2024-09-22,134,True,-1.0,Cancelled,353.8,1,1,1
C4283,Female,Senior,Islamabad,2024-01-29,2024-03-09,Pizza Hut,Dessert,5,866.88,Cash,48,2024-11-23,229,True,-1.0,Cancelled,4334.4,1,5,5
C4767,Female,Adult,Islamabad,2024-01-30,2025-04-20,Burger King,Italian,1,806.81,Cash,50,2025-08-01,311,False,3.0,Delayed,806.81,5,5,1
C6133,Female,Adult,Islamabad,2024-01-30,2024-02-24,KFC,Fast Food,4,456.94,Wallet,48,2025-07-22,42,False,1.0,Delayed,1827.76,5,5,3
C3216,Other,Adult,Islamabad,2023-10-08,2024-01-30,McDonald's,Italian,2,1130.65,Cash,16,2025-08-13,211,False,2.0,Delayed,2261.3,5,2,3
C2575,Male,Senior,Islamabad,2024-02-01,2025-04-27,Burger King,Fast Food,1,1290.2,Cash,42,2025-06-01,308,False,-1.0,Cancelled,1290.2,4,5,2
C4405,Female,Teenager,Islamabad,2024-02-03,2025-05-15,Subway,Italian,1,862.82,Wallet,44,2025-06-03,9,True,1.0,Delivered,862.82,4,5,2
C3264,Female,Teenager,Islamabad,2023-09-15,2024-02-04,KFC,Chinese,4,541.34,Cash,1,2025-05-06,38,True,3.0,Delayed,2165.36,3,1,3
C6278,Male,Adult,Islamabad,2024-02-05,2024-12-03,KFC,Chinese,3,536.49,Wallet,49,2025-05-10,272,True,1.0,Delivered,1609.47,3,5,3
C4714,Female,Senior,Islamabad,2024-02-06,2024-08-04,Subway,Chinese,2,1001.76,Card,1,2024-12-09,115,False,4.0,Delayed,2003.52,1,1,3
C5104,Female,Senior,Islamabad,2024-02-06,2024-08-28,McDonald's,Chinese,2,710.01,Wallet,46,2025-03-09,51,False,2.0,Delayed,1420.02,2,5,2
C4972,Male,Adult,Islamabad,2024-02-06,2024-09-23,Burger King,Dessert,4,252.25,Cash,42,2025-01-16,163,False,-1.0,Cancelled,1009.0,2,5,2
C1246,Other,Senior,Islamabad,2024-02-08,2024-07-15,Subway,Chinese,3,165.69,Card,22,2024-12-30,236,False,4.0,Delivered,497.07,1,3,1
C2742,Other,Adult,Islamabad,2024-02-09,2024-03-28,KFC,Chinese,1,878.99,Wallet,29,2025-07-17,105,True,-1.0,Cancelled,878.99,5,3,2
C2982,Male,Teenager,Islamabad,2024-02-09,2024-04-17,Subway,Italian,4,290.88,Cash,21,2025-06-03,458,True,-1.0,Cancelled,1163.52,4,3,2
C3888,Male,Teenager,Islamabad,2024-02-10,2024-04-18,Pizza Hut,Chinese,3,1341.31,Wallet,2,2024-09-17,19,True,1.0,Delivered,4023.93,1,1,5
C6872,Other,Teenager,Islamabad,2024-02-11,2024-04-18,Burger King,Dessert,4,1392.57,Card,18,2025-05-07,47,False,-1.0,Cancelled,5570.28,3,2,5
C2537,Male,Adult,Islamabad,2024-02-12,2025-06-18,Burger King,Dessert,3,1360.89,Cash,5,2025-08-20,227,False,-1.0,Cancelled,4082.67,5,1,5
C1780,Male,Senior,Islamabad,2024-02-12,2025-04-19,Pizza Hut,Italian,5,377.25,Card,9,2025-05-13,422,False,1.0,Delayed,1886.25,3,1,3
C4690,Other,Senior,Islamabad,2024-01-17,2024-02-13,Burger King,Continental,3,171.93,Card,16,2025-03-20,129,False,4.0,Delayed,515.79,2,2,1
C4415,Other,Teenager,Islamabad,2024-02-13,2024-07-20,Burger King,Continental,3,427.8,Card,20,2025-03-19,11,False,2.0,Delivered,1283.4,2,2,2
C1462,Female,Adult,Islamabad,2024-02-14,2025-04-10,McDonald's,Chinese,4,1215.7,Wallet,2,2025-08-07,298,False,5.0,Delayed,4862.8,5,1,5
C4524,Other,Senior,Islamabad,2024-02-14,2025-01-02,KFC,Fast Food,2,1271.3,Wallet,3,2025-05-12,300,False,-1.0,Cancelled,2542.6,3,1,4
C1121,Female,Senior,Islamabad,2024-02-15,2024-11-14,Pizza Hut,Dessert,5,784.74,Wallet,22,2025-06-11,425,False,1.0,Delivered,3923.7,4,3,4
C1003,Male,Teenager,Islamabad,2023-11-15,2024-02-16,Burger King,Fast Food,1,133.44,Cash,16,2025-03-09,142,False,-1.0,Cancelled,133.44,2,2,1
C3686,Male,Adult,Islamabad,2024-02-17,2024-10-25,Pizza Hut,Chinese,4,1180.26,Cash,33,2024-12-22,456,True,2.0,Delayed,4721.04,1,4,5
C2795,Female,Senior,Islamabad,2023-10-29,2024-02-17,McDonald's,Dessert,3,386.38,Wallet,37,2025-06-28,257,True,-1.0,Cancelled,1159.1399999999999,4,4,2
C5876,Female,Teenager,Islamabad,2024-02-17,2024-11-28,Burger King,Fast Food,2,966.63,Card,18,2025-06-17,461,True,4.0,Delayed,1933.26,4,2,3
C5701,Other,Senior,Islamabad,2024-02-18,2024-08-09,Subway,Chinese,2,1273.83,Wallet,23,2025-01-19,474,True,-1.0,Cancelled,2547.66,2,3,4
C4373,Male,Senior,Islamabad,2024-02-12,2024-02-18,Burger King,Continental,1,538.38,Wallet,19,2024-08-22,208,True,2.0,Delivered,538.38,1,2,1
C4820,Male,Senior,Islamabad,2024-02-19,2025-07-11,Subway,Dessert,3,515.17,Cash,20,2025-08-10,450,True,3.0,Delivered,1545.5099999999998,5,2,3
C3234,Other,Teenager,Islamabad,2024-02-19,2024-06-24,KFC,Italian,3,1456.01,Card,42,2024-11-04,404,False,4.0,Delayed,4368.03,1,5,5
C3229,Other,Senior,Islamabad,2024-02-22,2024-09-18,Burger King,Italian,2,522.4,Cash,11,2025-02-22,47,False,5.0,Delivered,1044.8,2,1,2
C3519,Female,Teenager,Islamabad,2024-02-22,2024-09-20,KFC,Dessert,1,1338.35,Wallet,3,2024-10-16,490,False,-1.0,Cancelled,1338.35,1,1,2
C5188,Male,Adult,Islamabad,2023-11-07,2024-02-22,Subway,Italian,2,864.72,Wallet,8,2025-07-20,195,False,3.0,Delivered,1729.44,5,1,3
C5372,Other,Adult,Islamabad,2023-10-20,2024-02-22,Pizza Hut,Continental,3,805.19,Card,43,2024-09-01,261,False,1.0,Delivered,2415.57,1,5,3
C4466,Female,Teenager,Islamabad,2024-02-23,2024-06-10,Pizza Hut,Continental,5,644.46,Wallet,4,2025-04-13,467,True,5.0,Delayed,3222.3,3,1,4
C5145,Male,Senior,Islamabad,2023-11-26,2024-02-24,McDonald's,Dessert,1,689.33,Card,6,2025-06-13,376,False,2.0,Delayed,689.33,4,1,1
C5797,Other,Teenager,Islamabad,2024-02-24,2024-06-03,McDonald's,Dessert,1,740.6,Card,12,2025-07-02,52,True,5.0,Delayed,740.6,4,2,1
C1250,Male,Senior,Islamabad,2023-10-20,2024-02-24,Subway,Chinese,1,624.23,Wallet,19,2025-05-11,214,False,4.0,Delivered,624.23,3,2,1
C6245,Female,Teenager,Islamabad,2023-12-30,2024-02-24,KFC,Continental,3,136.43,Card,20,2025-04-18,474,True,2.0,Delivered,409.29,3,2,1
C3125,Other,Teenager,Islamabad,2024-02-26,2024-07-25,Subway,Italian,1,1367.43,Wallet,13,2025-06-01,203,False,4.0,Delivered,1367.43,4,2,2
C5534,Other,Adult,Islamabad,2024-02-26,2024-03-20,KFC,Dessert,1,220.06,Card,49,2024-09-20,415,False,4.0,Delivered,220.06,1,5,1
C1011,Female,Teenager,Islamabad,2024-02-27,2024-05-15,Pizza Hut,Continental,2,224.43,Wallet,10,2025-01-07,401,False,4.0,Delayed,448.86,1,1,1
C3127,Other,Senior,Islamabad,2024-02-27,2024-12-20,KFC,Italian,2,442.5,Wallet,32,2025-06-29,322,True,2.0,Delivered,885.0,4,4,2
C1264,Male,Adult,Islamabad,2024-02-27,2025-07-21,Burger King,Italian,5,1362.79,Card,9,2025-07-25,405,True,5.0,Delayed,6813.95,5,1,5
C6175,Female,Senior,Islamabad,2024-02-29,2025-05-12,KFC,Fast Food,2,731.58,Cash,2,2025-07-08,87,True,-1.0,Cancelled,1463.16,4,1,3
C5331,Male,Teenager,Islamabad,2024-03-01,2025-02-11,KFC,Continental,5,1123.74,Wallet,48,2025-03-01,400,False,5.0,Delivered,5618.7,2,5,5
C4300,Male,Adult,Islamabad,2023-09-27,2024-03-02,Pizza Hut,Dessert,1,1461.24,Card,22,2025-01-30,155,True,3.0,Delivered,1461.24,2,3,3
C5809,Other,Adult,Islamabad,2024-03-03,2024-10-03,Subway,Chinese,5,1167.5,Wallet,31,2024-12-06,313,True,-1.0,Cancelled,5837.5,1,4,5
C1941,Male,Teenager,Islamabad,2024-03-04,2025-01-02,Subway,Continental,5,1095.75,Cash,27,2025-04-21,443,False,-1.0,Cancelled,5478.75,3,3,5
C5203,Male,Adult,Islamabad,2024-03-06,2024-09-24,Burger King,Chinese,3,794.88,Wallet,13,2024-12-19,362,False,4.0,Delivered,2384.64,1,2,3
C3179,Male,Senior,Islamabad,2024-03-07,2024-11-29,Burger King,Continental,2,765.84,Cash,48,2025-04-24,252,False,5.0,Delayed,1531.68,3,5,3
C3975,Male,Senior,Islamabad,2024-03-07,2024-12-05,Pizza Hut,Fast Food,1,505.39,Wallet,13,2025-07-01,339,False,5.0,Delayed,505.39,4,2,1
C6085,Female,Adult,Islamabad,2024-03-07,2024-07-18,Pizza Hut,Fast Food,4,878.72,Wallet,9,2024-12-01,112,True,-1.0,Cancelled,3514.88,1,1,4
C6021,Male,Teenager,Islamabad,2024-01-15,2024-03-08,Pizza Hut,Fast Food,5,1498.93,Cash,12,2025-04-28,304,True,-1.0,Cancelled,7494.650000000001,3,2,5
C1367,Female,Adult,Islamabad,2024-03-08,2025-02-14,McDonald's,Dessert,2,1411.14,Card,19,2025-04-19,459,True,2.0,Delivered,2822.28,3,2,4
C1010,Male,Senior,Islamabad,2023-12-05,2024-03-09,KFC,Fast Food,1,533.92,Card,2,2025-07-08,303,False,4.0,Delayed,533.92,4,1,1
C5322,Female,Teenager,Islamabad,2024-03-09,2024-08-11,KFC,Chinese,1,106.7,Card,11,2024-10-25,103,True,3.0,Delayed,106.7,1,1,1
C3971,Other,Teenager,Islamabad,2024-03-10,2025-03-12,Pizza Hut,Fast Food,3,550.56,Card,9,2025-03-12,111,False,1.0,Delivered,1651.6799999999998,2,1,3
C4982,Female,Senior,Islamabad,2024-03-12,2024-04-23,Subway,Dessert,4,640.27,Wallet,23,2025-02-09,385,True,5.0,Delivered,2561.08,2,3,4
C3367,Female,Senior,Islamabad,2023-11-06,2024-03-12,KFC,Dessert,5,169.82,Cash,23,2024-12-19,153,True,4.0,Delayed,849.0999999999999,1,3,2
C1222,Other,Adult,Islamabad,2024-03-13,2024-05-08,Burger King,Dessert,1,613.12,Card,3,2024-08-25,124,False,1.0,Delivered,613.12,1,1,1
C6648,Other,Adult,Islamabad,2024-03-13,2024-10-09,McDonald's,Continental,2,906.52,Card,13,2025-05-13,1,False,-1.0,Cancelled,1813.04,3,2,3
C3558,Male,Teenager,Islamabad,2023-10-25,2024-03-15,KFC,Chinese,3,1355.75,Card,21,2024-11-21,161,True,-1.0,Cancelled,4067.25,1,3,5
C3277,Other,Teenager,Islamabad,2024-03-15,2024-12-20,McDonald's,Italian,2,1321.33,Wallet,33,2025-04-27,160,True,2.0,Delivered,2642.66,3,4,4
C2364,Male,Teenager,Islamabad,2024-03-16,2025-01-14,Subway,Italian,4,1103.42,Cash,7,2025-03-31,276,True,-1.0,Cancelled,4413.68,2,1,5
C4251,Female,Adult,Islamabad,2024-03-16,2024-11-20,KFC,Continental,5,1196.75,Wallet,24,2025-06-04,262,False,3.0,Delivered,5983.75,4,3,5
C3392,Female,Senior,Islamabad,2024-03-16,2024-08-25,Pizza Hut,Italian,5,1190.82,Cash,40,2025-08-13,66,True,4.0,Delivered,5954.099999999999,5,4,5
C5109,Male,Senior,Islamabad,2024-03-17,2024-09-26,Subway,Italian,2,259.39,Wallet,27,2025-06-02,449,True,3.0,Delayed,518.78,4,3,1
C3101,Other,Senior,Islamabad,2024-03-17,2024-11-26,McDonald's,Dessert,1,1373.35,Wallet,40,2024-12-03,334,False,1.0,Delivered,1373.35,1,4,2
C1527,Male,Adult,Islamabad,2023-11-24,2024-03-18,KFC,Fast Food,4,880.77,Wallet,32,2025-08-13,335,True,-1.0,Cancelled,3523.08,5,4,4
